PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT,publication date,fiscal year,month,inflows/outflows,description,amount
,,,,,,20200928.0,2021.0,September,Outflows - Capital,Federal and State,82.0
,,,,,,20200928.0,2021.0,September,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,September,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,September,Balance,Beginning Balance,6379.0
,,,,,,20200928.0,2021.0,September,Balance,Ending Balance,6321.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,General Property Tax,885.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,Other Taxes,1790.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,Federal Categorical Grants,408.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,State Categorical Grants,304.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,Other Categorical Grants,111.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,Miscellaneous Revenues,544.0
,,,,,,20200928.0,2021.0,October,Inflows - Current,Inter-Fund Revenues,43.0
,,,,,,20200928.0,2021.0,October,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,October,Inflows - Prior,Federal Categorical Grants,443.0
,,,,,,20200928.0,2021.0,October,Inflows - Prior,State Categorical Grants,356.0
,,,,,,20200928.0,2021.0,October,Inflows - Prior,Other Categorical Grants,4.0
,,,,,,20200928.0,2021.0,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,October,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,October,Inflows - Capital,Capital Transfers,1249.0
,,,,,,20200928.0,2021.0,October,Inflows - Capital,Federal And State,210.0
,,,,,,20200928.0,2021.0,October,Inflows - Other,Senior Colleges,0.0
,,,,,,20200928.0,2021.0,October,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,October,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,October,Outflows - Current,Personal Service,4969.0
,,,,,,20200928.0,2021.0,October,Outflows - Current,Other Than Personal Service,2658.0
,,,,,,20200928.0,2021.0,October,Outflows - Current,Debt Service,356.0
,,,,,,20200928.0,2021.0,October,Outflows - Prior,Personal Service,8.0
,,,,,,20200928.0,2021.0,October,Outflows - Prior,Other Than Personal Service,3.0
,,,,,,20200928.0,2021.0,October,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,October,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,October,Outflows - Capital,City Disbursements,648.0
,,,,,,20200928.0,2021.0,October,Outflows - Capital,Federal and State,103.0
,,,,,,20200928.0,2021.0,October,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,October,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,October,Balance,Beginning Balance,6321.0
,,,,,,20200928.0,2021.0,October,Balance,Ending Balance,3696.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,General Property Tax,224.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,Other Taxes,1430.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,Federal Categorical Grants,417.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,State Categorical Grants,762.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,Other Categorical Grants,18.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,Miscellaneous Revenues,487.0
,,,,,,20200928.0,2021.0,November,Inflows - Current,Inter-Fund Revenues,31.0
,,,,,,20200928.0,2021.0,November,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,November,Inflows - Prior,Federal Categorical Grants,408.0
,,,,,,20200928.0,2021.0,November,Inflows - Prior,State Categorical Grants,221.0
,,,,,,20200928.0,2021.0,November,Inflows - Prior,Other Categorical Grants,3.0
,,,,,,20200928.0,2021.0,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,November,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,November,Inflows - Capital,Capital Transfers,903.0
,,,,,,20200928.0,2021.0,November,Inflows - Capital,Federal And State,77.0
,,,,,,20200928.0,2021.0,November,Inflows - Other,Senior Colleges,260.0
,,,,,,20200928.0,2021.0,November,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,November,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,November,Outflows - Current,Personal Service,3837.0
,,,,,,20200928.0,2021.0,November,Outflows - Current,Other Than Personal Service,2614.0
,,,,,,20200928.0,2021.0,November,Outflows - Current,Debt Service,35.0
,,,,,,20200928.0,2021.0,November,Outflows - Prior,Personal Service,12.0
,,,,,,20200928.0,2021.0,November,Outflows - Prior,Other Than Personal Service,149.0
,,,,,,20200928.0,2021.0,November,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,November,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,November,Outflows - Capital,City Disbursements,457.0
,,,,,,20200928.0,2021.0,November,Outflows - Capital,Federal and State,188.0
,,,,,,20200928.0,2021.0,November,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,November,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,November,Balance,Beginning Balance,3696.0
,,,,,,20200928.0,2021.0,November,Balance,Ending Balance,1418.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,General Property Tax,6257.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,Other Taxes,3112.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,Federal Categorical Grants,356.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,State Categorical Grants,1187.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,Other Categorical Grants,16.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,Miscellaneous Revenues,433.0
,,,,,,20200928.0,2021.0,December,Inflows - Current,Inter-Fund Revenues,36.0
,,,,,,20200928.0,2021.0,December,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,December,Inflows - Prior,Federal Categorical Grants,231.0
,,,,,,20200928.0,2021.0,December,Inflows - Prior,State Categorical Grants,136.0
,,,,,,20200928.0,2021.0,December,Inflows - Prior,Other Categorical Grants,4.0
,,,,,,20200928.0,2021.0,December,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,December,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,December,Inflows - Capital,Capital Transfers,726.0
,,,,,,20200928.0,2021.0,December,Inflows - Capital,Federal And State,78.0
,,,,,,20200928.0,2021.0,December,Inflows - Other,Senior Colleges,0.0
,,,,,,20200928.0,2021.0,December,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,December,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,December,Outflows - Current,Personal Service,3693.0
,,,,,,20200928.0,2021.0,December,Outflows - Current,Other Than Personal Service,2757.0
,,,,,,20200928.0,2021.0,December,Outflows - Current,Debt Service,7.0
,,,,,,20200928.0,2021.0,December,Outflows - Prior,Personal Service,33.0
,,,,,,20200928.0,2021.0,December,Outflows - Prior,Other Than Personal Service,544.0
,,,,,,20200928.0,2021.0,December,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,December,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,December,Outflows - Capital,City Disbursements,775.0
,,,,,,20200928.0,2021.0,December,Outflows - Capital,Federal and State,124.0
,,,,,,20200928.0,2021.0,December,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,December,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,December,Balance,Beginning Balance,1418.0
,,,,,,20200928.0,2021.0,December,Balance,Ending Balance,5830.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,General Property Tax,5638.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,Other Taxes,3036.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,Federal Categorical Grants,502.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,State Categorical Grants,192.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,Other Categorical Grants,106.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,Miscellaneous Revenues,533.0
,,,,,,20200928.0,2021.0,January,Inflows - Current,Inter-Fund Revenues,125.0
,,,,,,20200928.0,2021.0,January,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,January,Inflows - Prior,Federal Categorical Grants,122.0
,,,,,,20200928.0,2021.0,January,Inflows - Prior,State Categorical Grants,79.0
,,,,,,20200928.0,2021.0,January,Inflows - Prior,Other Categorical Grants,32.0
,,,,,,20200928.0,2021.0,January,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,January,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,January,Inflows - Capital,Capital Transfers,882.0
,,,,,,20200928.0,2021.0,January,Inflows - Capital,Federal And State,92.0
,,,,,,20200928.0,2021.0,January,Inflows - Other,Senior Colleges,260.0
,,,,,,20200928.0,2021.0,January,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,January,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,January,Outflows - Current,Personal Service,3882.0
,,,,,,20200928.0,2021.0,January,Outflows - Current,Other Than Personal Service,2799.0
,,,,,,20200928.0,2021.0,January,Outflows - Current,Debt Service,850.0
,,,,,,20200928.0,2021.0,January,Outflows - Prior,Personal Service,32.0
,,,,,,20200928.0,2021.0,January,Outflows - Prior,Other Than Personal Service,612.0
,,,,,,20200928.0,2021.0,January,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,January,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,January,Outflows - Capital,City Disbursements,878.0
,,,,,,20200928.0,2021.0,January,Outflows - Capital,Federal and State,129.0
,,,,,,20200928.0,2021.0,January,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,January,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,January,Balance,Beginning Balance,5830.0
,,,,,,20200928.0,2021.0,January,Balance,Ending Balance,8020.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,General Property Tax,122.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,Other Taxes,1626.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,Federal Categorical Grants,418.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,State Categorical Grants,225.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,Other Categorical Grants,16.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,Miscellaneous Revenues,246.0
,,,,,,20200928.0,2021.0,February,Inflows - Current,Inter-Fund Revenues,42.0
,,,,,,20200928.0,2021.0,February,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,February,Inflows - Prior,Federal Categorical Grants,205.0
,,,,,,20200928.0,2021.0,February,Inflows - Prior,State Categorical Grants,97.0
,,,,,,20200928.0,2021.0,February,Inflows - Prior,Other Categorical Grants,32.0
,,,,,,20200928.0,2021.0,February,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,February,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,February,Inflows - Capital,Capital Transfers,728.0
,,,,,,20200928.0,2021.0,February,Inflows - Capital,Federal And State,71.0
,,,,,,20200928.0,2021.0,February,Inflows - Other,Senior Colleges,0.0
,,,,,,20200928.0,2021.0,February,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,February,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,February,Outflows - Current,Personal Service,3763.0
,,,,,,20200928.0,2021.0,February,Outflows - Current,Other Than Personal Service,2783.0
,,,,,,20200928.0,2021.0,February,Outflows - Current,Debt Service,86.0
,,,,,,20200928.0,2021.0,February,Outflows - Prior,Personal Service,24.0
,,,,,,20200928.0,2021.0,February,Outflows - Prior,Other Than Personal Service,88.0
,,,,,,20200928.0,2021.0,February,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,February,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,February,Outflows - Capital,City Disbursements,622.0
,,,,,,20200928.0,2021.0,February,Outflows - Capital,Federal and State,124.0
,,,,,,20200928.0,2021.0,February,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,February,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,February,Balance,Beginning Balance,8020.0
,,,,,,20200928.0,2021.0,February,Balance,Ending Balance,4131.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,General Property Tax,1255.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,Other Taxes,2802.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,Federal Categorical Grants,528.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,State Categorical Grants,3923.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,Other Categorical Grants,20.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,Miscellaneous Revenues,328.0
,,,,,,20200928.0,2021.0,March,Inflows - Current,Inter-Fund Revenues,70.0
,,,,,,20200928.0,2021.0,March,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,March,Inflows - Prior,Federal Categorical Grants,129.0
,,,,,,20200928.0,2021.0,March,Inflows - Prior,State Categorical Grants,61.0
,,,,,,20200928.0,2021.0,March,Inflows - Prior,Other Categorical Grants,26.0
,,,,,,20200928.0,2021.0,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,March,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,March,Inflows - Capital,Capital Transfers,499.0
,,,,,,20200928.0,2021.0,March,Inflows - Capital,Federal And State,126.0
,,,,,,20200928.0,2021.0,March,Inflows - Other,Senior Colleges,260.0
,,,,,,20200928.0,2021.0,March,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,March,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,March,Outflows - Current,Personal Service,3681.0
,,,,,,20200928.0,2021.0,March,Outflows - Current,Other Than Personal Service,2728.0
,,,,,,20200928.0,2021.0,March,Outflows - Current,Debt Service,132.0
,,,,,,20200928.0,2021.0,March,Outflows - Prior,Personal Service,25.0
,,,,,,20200928.0,2021.0,March,Outflows - Prior,Other Than Personal Service,136.0
,,,,,,20200928.0,2021.0,March,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,March,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,March,Outflows - Capital,City Disbursements,639.0
,,,,,,20200928.0,2021.0,March,Outflows - Capital,Federal and State,82.0
,,,,,,20200928.0,2021.0,March,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,March,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,March,Balance,Beginning Balance,4131.0
,,,,,,20200928.0,2021.0,March,Balance,Ending Balance,6508.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,General Property Tax,580.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,Other Taxes,3198.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,Federal Categorical Grants,514.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,State Categorical Grants,620.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,Other Categorical Grants,106.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,Miscellaneous Revenues,266.0
,,,,,,20200928.0,2021.0,April,Inflows - Current,Inter-Fund Revenues,112.0
,,,,,,20200928.0,2021.0,April,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,April,Inflows - Prior,Federal Categorical Grants,369.0
,,,,,,20200928.0,2021.0,April,Inflows - Prior,State Categorical Grants,107.0
,,,,,,20200928.0,2021.0,April,Inflows - Prior,Other Categorical Grants,3.0
,,,,,,20200928.0,2021.0,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,April,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,April,Inflows - Capital,Capital Transfers,910.0
,,,,,,20200928.0,2021.0,April,Inflows - Capital,Federal And State,64.0
,,,,,,20200928.0,2021.0,April,Inflows - Other,Senior Colleges,0.0
,,,,,,20200928.0,2021.0,April,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,April,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,April,Outflows - Current,Personal Service,4166.0
,,,,,,20200928.0,2021.0,April,Outflows - Current,Other Than Personal Service,2811.0
,,,,,,20200928.0,2021.0,April,Outflows - Current,Debt Service,317.0
,,,,,,20200928.0,2021.0,April,Outflows - Prior,Personal Service,67.0
,,,,,,20200928.0,2021.0,April,Outflows - Prior,Other Than Personal Service,164.0
,,,,,,20200928.0,2021.0,April,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,April,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,April,Outflows - Capital,City Disbursements,969.0
,,,,,,20200928.0,2021.0,April,Outflows - Capital,Federal and State,99.0
,,,,,,20200928.0,2021.0,April,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,April,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,April,Balance,Beginning Balance,6508.0
,,,,,,20200928.0,2021.0,April,Balance,Ending Balance,4537.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,General Property Tax,44.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,Other Taxes,1554.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,Federal Categorical Grants,761.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,State Categorical Grants,1913.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,Other Categorical Grants,19.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,Miscellaneous Revenues,358.0
,,,,,,20200928.0,2021.0,May,Inflows - Current,Inter-Fund Revenues,52.0
,,,,,,20200928.0,2021.0,May,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,May,Inflows - Prior,Federal Categorical Grants,97.0
,,,,,,20200928.0,2021.0,May,Inflows - Prior,State Categorical Grants,78.0
,,,,,,20200928.0,2021.0,May,Inflows - Prior,Other Categorical Grants,3.0
,,,,,,20200928.0,2021.0,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,May,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,May,Inflows - Capital,Capital Transfers,641.0
,,,,,,20200928.0,2021.0,May,Inflows - Capital,Federal And State,132.0
,,,,,,20200928.0,2021.0,May,Inflows - Other,Senior Colleges,0.0
,,,,,,20200928.0,2021.0,May,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,May,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,May,Outflows - Current,Personal Service,3739.0
,,,,,,20200928.0,2021.0,May,Outflows - Current,Other Than Personal Service,2764.0
,,,,,,20200928.0,2021.0,May,Outflows - Current,Debt Service,402.0
,,,,,,20200928.0,2021.0,May,Outflows - Prior,Personal Service,30.0
,,,,,,20200928.0,2021.0,May,Outflows - Prior,Other Than Personal Service,180.0
,,,,,,20200928.0,2021.0,May,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,May,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,May,Outflows - Capital,City Disbursements,553.0
,,,,,,20200928.0,2021.0,May,Outflows - Capital,Federal and State,70.0
,,,,,,20200928.0,2021.0,May,Outflows - Other,Senior Colleges,227.0
,,,,,,20200928.0,2021.0,May,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,May,Balance,Beginning Balance,4537.0
,,,,,,20200928.0,2021.0,May,Balance,Ending Balance,2224.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,General Property Tax,5877.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,Other Taxes,3598.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,Federal Categorical Grants,517.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,State Categorical Grants,1010.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,Other Categorical Grants,34.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,Miscellaneous Revenues,391.0
,,,,,,20200928.0,2021.0,June,Inflows - Current,Inter-Fund Revenues,34.0
,,,,,,20200928.0,2021.0,June,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,June,Inflows - Prior,Federal Categorical Grants,93.0
,,,,,,20200928.0,2021.0,June,Inflows - Prior,State Categorical Grants,77.0
,,,,,,20200928.0,2021.0,June,Inflows - Prior,Other Categorical Grants,3.0
,,,,,,20200928.0,2021.0,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,June,Inflows - Prior,Misc. Revenue/IFA,0.0
,,,,,,20200928.0,2021.0,June,Inflows - Capital,Capital Transfers,1187.0
,,,,,,20200928.0,2021.0,June,Inflows - Capital,Federal And State,499.0
,,,,,,20200928.0,2021.0,June,Inflows - Other,Senior Colleges,904.0
,,,,,,20200928.0,2021.0,June,Inflows - Other,Holding Acct. & Other Adj.,0.0
,,,,,,20200928.0,2021.0,June,Inflows - Other,Other Sources,322.0
,,,,,,20200928.0,2021.0,June,Outflows - Current,Personal Service,4723.0
,,,,,,20200928.0,2021.0,June,Outflows - Current,Other Than Personal Service,3182.0
,,,,,,20200928.0,2021.0,June,Outflows - Current,Debt Service,74.0
,,,,,,20200928.0,2021.0,June,Outflows - Prior,Personal Service,36.0
,,,,,,20200928.0,2021.0,June,Outflows - Prior,Other Than Personal Service,309.0
,,,,,,20200928.0,2021.0,June,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,June,Outflows - Prior,Disallowance Reserve,0.0
,,,,,,20200928.0,2021.0,June,Outflows - Capital,City Disbursements,998.0
,,,,,,20200928.0,2021.0,June,Outflows - Capital,Federal and State,266.0
,,,,,,20200928.0,2021.0,June,Outflows - Other,Senior Colleges,233.0
,,,,,,20200928.0,2021.0,June,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,June,Balance,Beginning Balance,2224.0
,,,,,,20200928.0,2021.0,June,Balance,Ending Balance,6949.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,General Property Tax,1.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,Other Taxes,952.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,Federal Categorical Grants,2484.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,State Categorical Grants,4271.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,Other Categorical Grants,378.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),-15.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,Miscellaneous Revenues,0.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Current,Inter-Fund Revenues,85.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Prior,Federal Categorical Grants,5871.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Prior,State Categorical Grants,2713.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Prior,Other Categorical Grants,27.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Prior,Misc. Revenue/IFA,-81.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Capital,Capital Transfers,-407.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Capital,Federal And State,-29.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Other,Senior Colleges,1059.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-14.0
,,,,,,20200928.0,2021.0,Adjustments,Inflows - Other,Other Sources,0.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Current,Personal Service,3732.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Current,Other Than Personal Service,2807.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Current,Debt Service,22.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Prior,Personal Service,1128.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Prior,Other Than Personal Service,2904.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Prior,Taxes,0.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Prior,Disallowance Reserve,312.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Capital,City Disbursements,0.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Capital,Federal and State,0.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Other,Senior Colleges,0.0
,,,,,,20200928.0,2021.0,Adjustments,Outflows - Other,Other Uses,0.0
,,,,,,20200928.0,2021.0,Adjustments,Balance,Beginning Balance,0.0
,,,,,,20200928.0,2021.0,Adjustments,Balance,Ending Balance,0.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,General Property Tax,8330.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,Other Taxes,796.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,Federal Categorical Grants,109.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,State Categorical Grants,357.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,Other Categorical Grants,20.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,Unrestricted (Net Of Disall.),0.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,Miscellaneous Revenues,692.0
,,,,,,20201113.0,2021.0,July,Inflows - Current,Inter-Fund Revenues,0.0
,,,,,,20201113.0,2021.0,July,Inflows - Prior,Taxes,2889.0
,,,,,,20201113.0,2021.0,July,Inflows - Prior,Federal Categorical Grants,202.0
,,,,,,20201113.0,2021.0,July,Inflows - Prior,State Categorical Grants,1022.0
,,,,,,20201113.0,2021.0,July,Inflows - Prior,Other Categorical Grants,2.0
,,,,,,20201113.0,2021.0,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0.0
,,,,,,20201113.0,2021.0,July,Inflows - Prior,Misc. Revenue/IFA,6.0
,,,,,,20201113.0,2021.0,July,Inflows - Capital,Capital Transfers,379.0
,,,,,,20201113.0,2021.0,July,Inflows - Capital,Federal And State,23.0
